hh_id,ifh,formal,pc_income,pc_spend,water_bill,electricity_bill,medicines,hosp_sugery,vaccines,dental,woman,age,educ,nb_hh_members,hh_woman
13910,83.1501846313477,0,12670.6071428571,9066.25608916067,40,80,1,0,0,0,1,10,4,4,0
14840,19.291820526123,1,11935,9234.25750516753,48,5,1,0,0,0,0,40,11,1,0
15199,56.532356262207,0,4342.5,3682.5,35,50,1,0,1,0,1,30,12,8,0
14468,81.8070831298828,0,10304,4774.5,20,45,0,0,1,1,1,61,16,2,0
14223,70.451774597168,0,11176,8308,35,79,1,1,0,0,1,98,11,2,1
13958,87.7899856567383,1,7100.2,8153.31137092177,80,220,0,0,0,0,0,55,16,5,0
14928,51.6483535766602,0,2936.2,2586.27893021266,63,63,0,0,0,0,0,8,3,5,0
13809,60.6837615966797,1,4764.66666666667,6036.18733670964,0,0,0,0,0,1,1,36,13,3,0
14670,58.2417602539062,1,15265.5,5539.7307481074,27,48,0,0,0,0,0,44,12,4,0
13725,80.2197799682617,1,7890.33333333333,4825.60311629535,40,60,0,1,0,0,0,43,14,6,0
15359,42.4908447265625,0,3668.82880024159,2826,10,0,0,0,0,0,0,33,6,4,0
14625,59.706958770752,1,4239.75,4478.55656880916,20,60,0,0,0,0,0,62,10,4,0
14436,37.7289390563965,1,5474.5,6527.5,33,62,0,0,0,0,0,41,14,4,0
13808,66.4224700927734,1,2883.4,2747.99902738623,19,50,1,0,0,0,1,11,5,5,0
15113,86.3247833251953,1,27228,21679.0819211814,70,220,1,0,0,0,1,53,14,3,0
14179,45.4212455749512,1,3506.2,6936.33893155989,26,110,1,0,0,0,1,36,11,5,0
14584,59.8290596008301,1,7056.83333333333,5280.17261013279,33,54,1,1,0,0,1,23,11,6,1
13773,57.8754577636719,0,3445.92571428571,3012.2,35,60,1,0,0,1,1,6,1,5,0
14511,75.457878112793,0,3433,8371.92946279712,30,25,0,1,0,0,0,18,11,3,0
15217,27.838830947876,1,5416,5806.19487725119,12,25,0,0,0,0,0,26,11,3,0
14379,57.6312599182129,0,3739,4237.42932191606,35,36,0,0,0,0,1,34,2,6,0
13833,34.4322357177734,0,4052.25,2860,28,45,0,0,0,0,1,55,0,4,1
13973,68.3760681152344,1,6113.85314685315,4062.63636363636,45,40,1,0,0,0,1,51,8,11,0
13675,64.9572677612305,1,3043.83333333333,2578.58659863234,20,125,0,0,0,0,1,9,4,12,0
14985,26.7399272918701,0,6126.33333333333,2928.22022621728,0,0,0,0,0,0,0,31,9,9,0
13744,43.8339462280273,0,2876.6,2567.44737342349,30,30,1,0,1,0,1,47,11,5,0
13904,43.5897445678711,1,8386.5,8280.90374758381,43,20,1,0,0,0,1,65,6,2,0
13835,71.5506744384766,0,6382,13073.3582893472,46,75,1,0,0,1,0,63,6,3,0
13425,37.3626403808594,1,3575,5011.83874812686,30,40,0,0,0,0,1,8,2,3,1
13349,61.9047622680664,0,3037,4793.25549244268,30,42,0,0,0,0,1,18,11,5,0
14818,46.5201454162598,1,1615.66666666667,1854.39159882438,25,40,0,0,0,0,1,56,6,6,1
13417,74.481071472168,0,6381,6455,70,230,0,0,0,0,0,55,14,4,0
13452,50.6715507507324,0,5042,2366,0,0,1,0,0,0,1,77,2,1,1
14778,41.0256423950195,1,4752.26753246753,4233.6165047267,24,0,0,0,0,0,0,23,11,7,1
14774,53.1135559082031,0,4520.2,3150.25035316132,37,45,0,0,0,1,0,10,4,5,0
13522,55.4334564208984,1,2478.66666666667,5793.90256569411,17,30,0,0,0,0,0,22,11,6,0
15134,92.3076934814453,1,21881.25,15235.5,90,150,1,0,0,0,1,38,17,4,0
13605,74.6031723022461,1,12340,11769.9518530669,40,59,0,0,0,0,0,28,14,4,1
13790,64.9572677612305,1,8753,5122.92275777209,30,60,0,0,0,0,1,38,11,8,0
14216,88.8888931274414,1,21436,9548.52732853503,0,70,0,0,1,0,0,23,14,4,1
13544,80.0976791381836,1,8050.6,3067.70571625989,60,70,1,0,0,0,0,24,12,10,1
15162,69.2307662963867,1,6898.5,3399.75,35,40,0,0,0,0,1,40,16,4,0
13795,60.4395599365234,0,4988.5,3104.86368087798,0,0,0,0,0,0,1,46,0,2,0
14856,59.9511604309082,0,2867.5,4742.68981807399,43,50,1,0,0,0,0,33,11,4,0
13356,50.3052520751953,1,4351,5012.31819024424,20,68,1,1,0,0,1,58,4,3,1
15280,70.9401702880859,1,7069.83333333333,6000.00819966557,20,0,1,1,0,0,1,11,7,6,1
13957,82.9059829711914,1,15716.3333333333,11490.0694429038,90,115,1,0,0,0,0,57,18,6,1
15387,66.4224700927734,1,9660.4,4315.72581541409,20,50,1,0,0,0,0,25,14,5,0
15408,49.2063484191895,0,1664.25,2160.42327327567,14,19,1,0,1,0,0,14,8,4,0
14363,57.5091590881348,1,3499.33333333333,7009.22767505135,50,50,1,1,0,0,1,28,11,3,1
14240,76.1904754638672,1,30164.3333333333,13260.5894629746,98,20,1,0,0,0,1,35,14,3,0
15326,44.8107452392578,0,1331.66666666667,3563.69587552674,14,28,1,0,0,0,1,39,0,6,0
14329,75.457878112793,1,5633.2,5495.60268621518,30,50,0,0,0,0,0,41,14,5,0
15286,81.1965789794922,1,4071.625,3311.68323291953,26,85,1,0,1,0,0,1,0,8,0
13829,48.4737510681152,1,4971.4,5893.26246533463,30,85,0,0,0,0,1,61,7,5,0
13511,90.1098937988281,1,13526.5,6303.39839043634,80,100,1,0,0,0,0,63,11,10,0
13553,49.4505500793457,0,2476.14285714286,1810.16629243686,32,60,0,0,0,0,0,40,11,7,0
15139,86.3247833251953,1,21290,9712.67393339917,50,38,0,0,0,0,0,19,11,4,0
14744,53.4798545837402,0,2591.71428571429,2219.28571428571,40,60,0,0,0,0,0,27,11,7,0
15140,81.6849822998047,1,17193,7090.35266890655,40,120,1,0,0,0,1,61,11,3,1
14959,43.5897445678711,0,16454,6940.55121197457,0,40,0,0,0,0,0,77,6,4,0
13610,82.2954864501953,0,4826.33333333333,11740.1888817559,25,103,1,1,0,0,1,9,4,3,0
13411,48.4737510681152,1,8577,4368.33333333333,44,9,0,1,0,0,0,22,11,3,0
14116,91.3308944702148,1,10484.8333333333,5253.09263837928,20,40,1,0,0,0,1,30,13,6,0
14887,68.986572265625,0,17775,2934.65357881075,50,150,1,1,0,0,1,89,7,1,1
14571,34.7985382080078,0,8718.8,4687.8,0,0,0,0,0,0,0,24,11,5,0
14573,56.288158416748,0,3937.66666666667,3523.70223806182,18,34,0,0,0,0,0,21,14,3,0
13897,52.5030555725098,0,3640.95887445887,3989,40,95,0,0,0,0,1,12,6,6,0
15346,64.8351669311523,1,7298.75,4603,30,70,1,0,0,0,0,22,11,4,0
14339,40.7814407348633,1,6529.09090909091,4364.62562536709,26,45,0,0,0,0,0,27,11,6,0
15141,64.9572677612305,1,5858,2852.75,40,70,0,0,1,1,0,41,16,4,0
14587,76.6788787841797,1,8084.75,8147.74859113285,20,70,0,0,0,0,1,10,2,4,0
13534,48.4737510681152,0,2154.06428571429,3437,45,83,1,0,0,0,1,27,12,4,1
15155,69.7191696166992,0,4135.25,4027.67336675161,0,0,1,0,0,0,0,38,11,8,0
13343,40.9035415649414,0,4329.43888888889,4433.50908735909,16,100,1,0,0,0,0,4,0,6,1
14835,44.6886444091797,0,4566,8863.3227942227,50,60,1,0,0,0,1,53,7,5,1
13658,64.3467636108398,1,10957,5254.95781208335,120,110,1,0,0,0,0,24,16,7,0
14903,50.6715507507324,0,4446,5502.69591183254,35,25,1,0,0,0,1,58,1,2,0
13466,42.9792442321777,1,3029,3178.49449044481,0,0,1,0,0,1,0,5,0,3,0
13805,28.2051296234131,0,5268.62962962963,3886.57128256199,10,40,1,0,0,1,1,20,11,6,0
13532,51.2820510864258,0,707.2,4673.78095202427,20,80,0,0,0,0,1,1,0,5,1
14040,67.6434707641602,0,2199.25,7830.75,25,60,1,0,0,0,1,15,9,4,0
14979,64.9572677612305,0,5309.35833333333,5598.81412847929,30,40,0,0,1,0,1,1,0,4,0
13684,40.7814407348633,1,2137.2,3700.2,24,30,0,1,0,0,0,6,1,5,1
15271,64.5909652709961,0,2787,3885.36854256107,34,45,0,1,1,0,0,2,0,4,1
14663,46.2759475708008,1,2851,3588.29115198839,0,0,1,0,0,0,0,13,8,4,0
15187,37.2405395507812,1,2445.2,2811.44514127332,8,85,1,0,0,0,1,3,0,5,0
13405,32.3565330505371,0,1741.66666666667,2436.44737238296,0,13,1,0,0,0,1,5,0,3,1
13464,77.4114761352539,1,7103.77777777778,6142.8040525957,36,55,1,0,0,0,0,15,10,5,0
13854,60.5616607666016,0,4406.33333333333,5682.03741815449,35,50,0,0,0,0,0,38,11,3,0
13632,87.3015899658203,1,9024,11908.9047988775,35,150,0,0,0,1,1,49,13,3,0
13790,64.9572677612305,1,8753,5122.92275777209,30,60,0,0,0,0,0,65,7,8,0
15070,92.3076934814453,1,9160,8496.6,64,160,0,0,1,0,0,44,16,5,0
14616,63.9804649353027,1,6666.57142857143,5150.01172416357,77,120,0,1,0,1,0,20,12,7,0
14834,67.521369934082,0,2538.4,4718.88912357785,12,18,0,0,0,0,0,23,13,5,1
14988,57.99755859375,1,8986.77648213079,5489.40683377431,40,75,1,0,0,0,1,42,11,8,0
14373,57.8754577636719,0,6431.375,6237.18768121509,31,52,1,0,0,0,1,12,7,8,0
15136,69.8412704467773,0,25247.75,12886.2640722255,48,40,0,0,0,0,1,18,8,4,0
13853,50.9157524108887,1,10979,8489.94969391003,22,39,1,0,0,0,1,36,13,3,0
14861,68.7423706054688,0,13721,8677.49627871114,30,84,1,0,0,0,1,72,3,3,0
15300,50.6715507507324,0,99,2660.18614737898,40,150,1,0,0,0,1,39,16,7,1
14657,79.7313766479492,1,5321.16666666667,7120.36505393766,24,90,1,0,1,1,1,15,9,6,0
14659,41.3919410705566,0,753.27397260274,1604.6,9,25,0,0,0,0,0,0,0,5,0
14514,78.3882751464844,0,12384.5,10175,25,40,1,0,0,0,1,81,6,2,1
14908,75.9462738037109,1,8500.60606060606,5791.4260109705,80,60,1,0,0,0,0,77,3,6,0
13304,73.5042724609375,1,3637.02630030301,4400.80086374859,40,50,0,0,1,0,1,40,4,9,1
14551,60.0732612609863,1,7909.68571428571,6300.09435121349,40,75,0,0,0,0,0,23,14,5,0
15349,88.522590637207,1,10182.3333333333,5407.87031491897,52,52,0,0,1,0,0,22,14,6,0
14072,83.6385879516602,0,6369.5,4082.65256179202,0,0,1,1,0,0,1,82,14,2,1
14943,75.3357772827148,0,4101,7679.22006235424,60,55,1,0,1,0,0,14,6,4,1
14515,80.9523849487305,0,30812,12744,40,40,0,0,0,1,0,70,16,1,0
13601,30.6471328735352,0,5305.63095238095,5647.96610216372,6,15,1,0,0,0,0,22,11,6,0
14372,47.1306495666504,0,3207,5012.01898641042,16,20,1,0,0,0,1,14,8,4,0
13959,81.3186798095703,1,9703.75,10299.5554454339,75,135,0,0,0,0,0,20,15,4,0
14335,74.1147766113281,1,4957.7,3522.19769439173,82,200,1,0,0,0,1,31,11,10,0
14669,58.6080589294434,1,4037,6490.26579363646,16,38,0,0,1,0,0,1,0,7,0
14321,56.7765579223633,1,11065.6666666667,6146.08952634006,31,57,1,0,0,0,1,47,6,6,0
14726,41.5140419006348,1,6516.7,4340.9417062404,22,17,0,0,0,1,0,27,8,10,1
13936,76.8009796142578,0,3308,5429.56358445514,20,65,0,0,0,0,1,73,11,2,1
13922,80.463981628418,1,6376.6,7968.71500066455,50,50,1,0,0,0,0,15,9,5,0
13316,65.6898651123047,1,3979.33333333333,4130.52775579074,42,65,1,1,0,0,1,45,11,6,1
14956,59.462760925293,1,1109.16666666667,6001.35205062081,15,130,0,0,0,0,1,26,13,6,0
14500,88.522590637207,1,5615.66666666667,5538.5,40,120,0,0,0,0,0,26,15,6,0
14736,22.1001243591309,0,5018.61038961039,2906.66666666667,20,30,0,0,0,0,1,31,11,3,0
14605,58.1196594238281,0,8579,9297.44282860019,20,20,1,0,0,0,0,1,0,3,0
14758,72.4053726196289,1,8703.66666666667,4357.43319010211,40,60,1,0,0,0,0,86,6,3,0
13302,73.6263732910156,0,20136.3787603488,11294.75,40,115,0,0,0,0,1,57,11,4,0
15402,56.288158416748,0,2158,4426.68043046499,45,48,0,0,0,0,1,10,4,4,1
13720,52.6251525878906,1,7806.75,3010.27467876732,85,105,1,0,1,1,0,37,11,4,0
14944,66.7887649536133,1,32467,10342.75,69,115,0,0,0,0,1,54,18,4,0
15126,87.3015899658203,1,20861.2,26122.4,330,350,0,0,0,1,0,8,2,5,1
14170,35.286937713623,1,9052.5,5698.02304786009,0,45,1,0,0,0,1,78,10,2,1
13764,58.4859580993652,0,954.5,3144.10027132265,0,0,1,0,0,0,0,75,11,2,0
15186,51.7704544067383,1,10520.3333333333,3578.44250836441,15,80,1,0,0,0,0,32,14,3,0
13295,58.4859580993652,0,9730.29966574862,5415.93145597412,100,140,0,0,0,0,0,25,11,3,0
14231,85.7142868041992,0,22239.25,16375.8448461954,40,75,0,0,0,1,0,33,16,4,0
14750,59.5848617553711,0,2765.42857142857,4026.97290690048,23,38,0,0,0,0,0,5,0,7,0
13976,94.993896484375,1,20688.6666666667,14477.8982946669,62,155,1,0,0,0,0,16,10,6,0
13328,68.986572265625,0,13398.75,11255.9067864961,26,45,0,0,0,0,0,25,11,4,0
13865,50.6715507507324,0,4899.25,6526.69761469436,25,50,0,0,0,0,0,51,9,4,0
15379,64.8351669311523,0,3509.33333333333,4747.58796472727,6,30,0,0,0,0,1,19,11,6,0
14709,28.9377307891846,1,4105,3445.92630306041,4,25,0,0,0,0,0,27,14,3,0
14951,65.5677642822266,1,8323.20728345718,7320.70646352666,0,0,1,0,0,0,0,27,13,8,0
14745,24.2979278564453,1,4733.5,5481.76406720048,35,30,0,0,0,0,0,37,12,4,0
15023,64.5909652709961,0,3483,3302.33333333333,23,63,1,1,0,0,1,86,0,3,0
13569,81.1965789794922,0,7658.2,4522.39494432528,50,81,0,0,0,0,1,35,16,5,0
14824,70.8180694580078,1,7692,5764.01498166216,27,61,1,0,0,0,1,6,0,7,0
14050,71.3064727783203,1,10677.75,7332,50,82,0,0,0,0,0,51,11,4,0
15423,26.8620281219482,0,1911.625,2230.41205285864,15,25,1,0,0,0,0,17,11,8,0
14084,85.5921859741211,1,10211.6,15023.1203268381,35,65,1,0,0,0,1,32,15,5,0
13741,84.6153869628906,1,9139.71428571429,11430.3634592486,36,120,1,0,1,0,0,0,0,7,0
14179,45.4212455749512,1,3506.2,6936.33893155989,26,110,0,0,0,0,0,15,10,5,0
14175,60.6837615966797,1,11213.6666666667,8410.02534221118,0,45,1,0,0,0,0,27,11,3,0
14715,53.6019554138184,0,1104.6,3617,18,40,0,0,1,1,1,12,6,5,0
14003,60.8058624267578,1,11112,14547.9513385331,20,30,0,0,0,0,0,39,11,1,0
14978,14.529914855957,0,2635.4,3550.525,30,15,0,0,0,0,1,2,0,5,1
15309,44.3223457336426,1,6964.6,2945.83782378947,10,15,1,0,0,0,0,10,4,5,0
13691,50.0610504150391,0,5445.5,7059.58914049731,95,51,1,0,0,0,1,24,11,6,0
13603,50.3052520751953,1,9587.66666666667,9857.50012126026,7,35,0,0,0,1,0,20,11,3,0
13579,70.8180694580078,0,4659.14270929408,4353.02933219235,57,92,0,0,0,0,1,8,3,9,0
15388,41.3919410705566,1,2730.2,2549.75203913012,12,25,0,0,0,0,1,14,8,5,0
14756,76.8009796142578,1,7409.97353797792,5717.14285714286,119,160,1,0,0,0,0,76,6,7,0
14527,65.5677642822266,1,6700.24947841205,5499.18005124382,29,40,1,0,0,0,0,28,11,4,0
13672,26.7399272918701,0,2478.5,3592.99660444038,15,45,0,0,0,0,0,62,14,4,0
14905,66.7887649536133,1,6901.66666666667,6574.33333333333,75,115,0,0,0,0,0,20,11,3,0
14113,62.5152626037598,0,5119.5,3065.5,33,33,1,0,0,0,0,62,13,2,0
14497,41.8803443908691,1,7027.33333333333,6090.10389991943,25,25,1,0,0,0,0,35,14,3,0
13430,79.8534774780273,1,5615.61773833666,6403.1846973078,25,60,0,0,0,1,1,20,14,6,0
14470,97.8022003173828,1,20407.5,24958.6714415224,70,240,0,0,0,1,1,42,18,4,1
14325,57.3870582580566,0,6907.8,5852.21717794191,22,52,0,0,0,0,1,46,9,5,0
13845,58.8522605895996,0,14065.5,4389.01648101787,28,20,1,0,0,1,1,49,12,2,1
14531,50.6715507507324,1,8262.71428571429,5721.5809635953,38,47,0,0,0,0,0,9,4,7,1
15095,27.838830947876,1,3444.26666666667,2581.02018556835,105,45,1,0,1,0,1,16,9,15,1
14157,47.3748474121094,0,120,98.6515422162006,0,0,1,0,0,0,1,67,8,1,1
13786,63.3699645996094,0,6752.87607575539,4841.19673589695,22,50,1,0,0,0,1,45,9,5,0
14952,54.0903549194336,0,4231.25,5602.85613866325,50,40,1,0,0,0,0,35,15,4,0
14349,44.4444465637207,0,8060,3313.21783371327,14,30,1,0,0,0,1,31,11,4,0
14395,45.0549468994141,0,791.2,1168.17162131437,13,25,1,0,0,0,0,14,8,5,0
13517,43.8339462280273,0,20386.2,5129.6,50,50,1,0,1,0,1,10,4,5,0
14526,37.9731407165527,0,9261.33333333333,4604.42566787029,35,30,1,0,1,0,1,15,10,6,1
13551,62.5152626037598,0,1778.4,4564.6,0,0,0,0,0,0,0,46,11,5,0
14926,30.1587295532227,1,5503.2,4358.40378182904,17,70,1,0,0,1,0,24,11,10,0
13641,35.286937713623,0,2370,2744,10,12,1,0,0,0,1,72,6,1,1
14340,42.0024452209473,1,7746.6,6826.03322171544,13,60,1,0,0,0,0,48,6,5,0
13726,55.0671577453613,1,7802.09090909091,6403.48895603341,30,60,0,0,0,0,0,12,7,11,0
15442,42.3687438964844,1,4275,3062.23472393915,30,55,0,0,0,1,1,10,5,7,0
13826,36.752140045166,0,1265.8,1804.02329191532,10,35,1,0,1,0,1,10,4,5,0
13625,69.7191696166992,1,8678.7197178753,7684.96004865821,30,150,0,0,0,0,1,21,11,6,0
14320,64.7130661010742,0,3183.22222222222,4765.36911033214,53,68,1,0,0,0,0,73,1,9,1
13377,89.0109939575195,1,16791.1666666667,8274.46045723107,82,140,0,0,0,0,1,26,15,6,0
14833,51.7704544067383,0,2578,1317,25,18,0,1,0,0,1,38,4,6,0
13546,68.009765625,1,5088.5,5140,18,35,0,0,0,1,0,39,16,4,0
15123,81.5628814697266,0,7437,19693.8416333627,31,42,0,0,0,0,1,69,16,1,1
14351,58.4859580993652,0,8378.4,4856.68387056257,35,65,0,0,0,0,1,19,11,5,0
14642,59.706958770752,1,7906,3392.87887279155,67,43,0,0,0,1,0,28,14,5,0
14582,57.1428565979004,1,7985.25,5091.5,34,56,0,0,0,0,1,22,14,4,1
14114,65.0793685913086,1,7505.5,6946.81228144873,25,45,0,0,0,0,0,22,12,2,0
13599,55.5555572509766,0,7175,10311.3901761701,7,40,1,0,0,0,0,70,11,1,0
14177,41.5140419006348,1,13378.4727272727,4857.6,11,160,0,0,0,0,1,23,14,5,0
14136,76.4346771240234,1,3197.875,4186.07784345745,40,80,0,0,0,0,0,21,15,8,0
15013,49.4505500793457,1,9639.42857142857,8677.88982905628,40,33,0,0,0,0,0,21,12,7,0
15098,55.1892547607422,0,3345.74025974026,3670.66666666667,20,40,1,0,1,0,1,68,6,3,0
15082,74.1147766113281,0,26668,30981.1140275198,55,82,0,0,0,0,0,34,7,1,0
15299,33.699634552002,0,5874.5,4451.50258879485,5,20,0,0,0,0,1,58,6,2,1
14183,16.2393188476562,0,2217.66666666667,2995.82445496198,24,25,0,0,0,0,1,28,9,6,0
13329,74.3589782714844,1,13961,7666.53040951462,20,110,1,0,0,0,0,69,8,4,0
13297,67.0329666137695,0,6451.09523809524,7018.2143329828,50,80,1,0,0,0,1,18,11,3,1
14678,21.001220703125,1,4001.4,7442.51242306602,48,28,1,0,0,0,0,4,0,5,0
13771,62.8815650939941,1,5931.75,4403,25,25,1,1,0,1,0,74,2,4,0
15070,92.3076934814453,1,9160,8496.6,64,160,0,0,0,0,1,7,1,5,0
13495,37.4847412109375,1,5881.5,7921.16526252338,50,30,1,1,1,1,1,30,5,4,0
14425,61.294261932373,1,3295,5781.20818059696,49,120,1,0,0,0,1,22,13,6,0
15013,49.4505500793457,1,9639.42857142857,8677.88982905628,40,33,1,0,0,0,1,51,11,7,0
13291,78.3882751464844,0,15435.4765205273,9864.57362339454,56,99,1,0,0,0,0,82,13,2,0
14452,82.4175796508789,1,1998.6,5276.16607674395,35,110,0,0,0,0,0,6,0,5,0
13991,55.1892547607422,0,3454.58784422879,4928.5,36,95,0,0,0,0,1,85,2,4,1
14211,88.4004898071289,1,32668.2,21934.86533651,38,110,1,0,0,0,1,15,10,5,1
15293,53.4798545837402,0,4057.3,5366.48822092968,35,94,0,0,0,0,0,15,7,10,0
15012,40.6593399047852,0,3370.25,4137.62692249361,24,22,0,0,0,0,1,9,3,4,0
14265,82.4175796508789,0,7692.66165413534,45271.4157530325,0,130,1,0,0,1,1,27,11,1,1
14290,17.4603176116943,1,6193,3260.21985813514,0,45,0,0,0,0,0,4,0,7,0
14313,51.6483535766602,1,12579.6666666667,8892.33343944665,10,20,0,0,0,0,0,31,9,3,0
14186,54.9450569152832,0,14026.1666666667,10769.3801153119,25,135,0,0,1,0,0,65,6,6,0
14593,58.8522605895996,0,3832,4022.54793312221,20,20,0,0,0,0,1,52,11,2,1
15173,91.2087936401367,1,191790,57086.6535863077,70,180,1,1,0,1,0,58,14,2,0
13604,41.3919410705566,0,3136.63149350649,4860.8406278588,6,24,1,0,1,0,1,32,11,4,0
13372,47.8632469177246,0,201,7456.02696256765,45,100,0,0,0,0,0,79,6,3,0
14667,21.2454242706299,0,2870.6,4069.06142544945,13,20,0,0,1,0,1,6,0,5,0
15031,97.8022003173828,1,32301.75,15814.6177502642,165,220,0,0,0,0,1,64,15,4,0
15132,86.2026901245117,1,3291.75,6297.03332541149,12,80,1,0,0,0,1,31,11,4,1
14421,64.7130661010742,1,3631.4,4239.46441535418,50,45,1,0,0,0,1,38,12,5,0
14027,62.0268630981445,1,11990.1111111111,3833.0921721371,43,35,0,0,0,0,0,14,5,9,0
15095,27.838830947876,1,3444.26666666667,2581.02018556835,105,45,0,0,0,0,0,14,6,15,1
13655,50.6715507507324,0,3986,5196.52871672971,18,60,0,0,0,0,0,29,13,3,1
13818,46.764347076416,0,3001.2,4307.59914182131,17,15,1,0,1,0,1,10,4,5,0
15200,60.0732612609863,0,2156.75,8405.05878048001,35,50,0,0,0,0,1,23,12,4,0
13726,55.0671577453613,1,7802.09090909091,6403.48895603341,30,60,0,0,0,0,1,24,11,11,0
13635,97.8022003173828,1,80563,32868.0420870717,30,220,0,0,0,0,1,40,18,3,0
15218,65.0793685913086,0,5946.60402097902,6431.66369771206,75,85,1,0,0,0,0,10,4,13,0
13759,28.4493293762207,0,2821.33333333333,2532.33333333333,0,0,0,0,0,0,0,0,0,3,0
14199,18.6813201904297,0,5224.5,4902.94306757407,0,25,1,0,0,0,0,9,3,4,0
14864,77.533576965332,0,35175.2,9444.82453809369,145,70,1,0,1,0,0,11,5,5,0
14927,58.6080589294434,0,2037.83333333333,2072.5219951655,13,16,0,0,0,0,0,23,11,6,1
14014,73.2600708007812,1,10583.1850649351,4228.08842027163,25,70,1,0,0,0,1,18,11,4,1
14399,49.0842514038086,1,5514.8,4969.8,48,60,1,0,0,0,1,47,4,5,0
15341,72.0390701293945,1,8096.83333333333,10524.1429351974,30,80,1,0,0,1,0,44,14,6,0
14743,44.4444465637207,0,2168.66666666667,2129.80169018833,20,60,0,0,0,0,0,13,6,9,0
15083,45.2991485595703,1,4105.75,4065.51325484595,13,43,0,0,0,0,0,8,0,4,0
15380,55.7997550964355,1,5591.73630136986,7625.66557119595,19,32,0,0,0,0,0,11,5,4,0
14851,39.0720405578613,0,13533.8,5069.51612558946,24,45,1,0,0,0,1,23,12,5,1
15005,59.0964584350586,1,15953,6608.62570621017,22,25,0,0,0,0,1,23,14,4,0
13492,7.20390892028809,0,3676.33333333333,2741.06987636454,8,5,1,0,1,0,0,75,6,3,0
15398,63.7362632751465,0,1676,5618.5,0,0,0,0,0,0,0,5,0,2,0
13368,73.5042724609375,0,6648.75,3679.16418474417,18,47,0,0,0,0,1,30,17,4,0
15374,26.1294269561768,0,1809.5,2615.5,50,20,0,0,0,0,0,56,10,2,0
13883,46.0317459106445,0,4221,7199.10003495199,0,0,0,0,0,0,0,40,14,4,0
14225,88.1562881469727,1,12923.25,11847.8782887401,27,150,1,0,0,1,0,24,15,4,1
13782,68.2539672851562,0,251,3297.5,45,0,1,0,0,0,1,81,11,2,0
14774,53.1135559082031,0,4520.2,3150.25035316132,37,45,1,0,0,0,0,34,7,5,0
13327,49.694751739502,0,2864.75,4810.28990556019,14,85,1,0,0,0,1,15,9,4,0
14903,50.6715507507324,0,4446,5502.69591183254,35,25,1,0,0,0,0,73,9,2,0
15115,89.6214904785156,0,5365.33333333333,18328.8977170249,65,200,1,1,0,1,0,17,11,3,1
14916,81.0744781494141,1,9948.80555555555,16675.9906584921,20,60,1,0,0,0,0,55,14,4,0
15027,94.993896484375,1,11331.4,8936.22670689764,35,60,1,0,0,1,0,41,14,5,0
14922,67.1550674438477,1,3423.85714285714,3796.56308733938,45,50,1,0,1,1,0,4,0,7,1
14076,74.8473739624023,1,4035,13109.5540794218,0,0,0,0,0,0,1,26,11,3,1
13629,95.6044006347656,0,3572,7724.90146796199,30,40,1,0,0,0,1,12,6,4,0
14424,60.6837615966797,1,7052.3052742616,5411.25,39,69,0,0,0,0,0,22,14,4,0
13964,88.4004898071289,0,29718.75,23089.717390366,39,140,0,0,0,0,1,16,11,4,0
15293,53.4798545837402,0,4057.3,5366.48822092968,35,94,1,0,0,0,1,2,0,10,0
13968,49.4505500793457,0,2410,2339.19768629158,22,30,1,0,0,0,0,11,5,4,0
15134,92.3076934814453,1,21881.25,15235.5,90,150,0,0,0,0,0,25,16,4,0
15222,69.9633712768555,1,4358.5,3954.875,22,80,0,0,0,0,1,30,14,8,1
14990,61.5384635925293,0,0,4024,41,50,0,1,0,0,1,22,13,4,0
13307,40.7814407348633,0,11177.1436507937,9122.74290220928,0,0,1,0,0,0,1,1,0,3,0
13653,79.7313766479492,1,24496.3333333333,7468.96145658367,20,60,0,0,0,0,1,32,16,3,1
13517,43.8339462280273,0,20386.2,5129.6,50,50,1,0,0,0,1,8,3,5,0
13717,58.3638610839844,1,4404.57142857143,3472.62121562095,10,56,1,0,0,0,1,22,10,7,0
13431,53.235652923584,0,4518,3430.92539716157,13,43,0,0,0,0,0,9,2,9,0
13856,53.235652923584,0,3445.66666666667,2883.82963584867,25,53,1,0,0,0,1,22,11,6,0
13557,70.8180694580078,1,7328.33333333333,8086.22599709127,41,40,1,0,1,1,1,28,11,3,0
13559,60.4395599365234,1,12898,4345.27143162247,20,46,1,0,1,0,0,42,14,4,0
14275,42.7350425720215,1,6673.33270676692,3394.76918009082,0,130,0,0,0,0,1,1,0,8,0
15415,78.5103759765625,1,8755.5,7023.84005525913,42,110,0,0,0,0,0,17,11,4,0
13659,66.4224700927734,0,1873.66666666667,3561.54845767626,35,35,0,0,0,0,0,53,11,6,0
13860,63.9804649353027,1,2355,3877.1576416036,20,26,1,0,0,0,1,40,11,4,1
13709,69.7191696166992,1,10426,4094.8,68,70,0,0,0,0,1,60,0,5,1
15425,7.69230890274048,0,1599.25,1558.73058025145,40,10,0,0,0,0,0,35,1,8,0
14785,69.1086730957031,1,11831.4,5887.6,35,15,0,0,0,1,1,33,16,5,0
14185,15.0183153152466,0,1252.25,2297.95128116253,15,25,0,0,0,0,0,3,0,4,0
14835,44.6886444091797,0,4566,8863.3227942227,50,60,0,0,0,0,1,6,0,5,1
